CompanyCode,DocumentNumber,Transaction_ID,PostingDate,DocumentType,GLAccount,VendorID,CostCenter,Department,Amount,Currency,Description,Status,ConversionRate_USD,Amount_USD,Outlier_Detected
PH01,5100068758,JV168758B,24-01-2020,SA,150100,VND_PROC_B,CC_FIN_141,Procurement,46535.12,GBP,CapEx - Lab gear ref 26771,Posted,1.25,58168.9,TRUE
US02,5100059091,JV159091,03-12-2021,KR,600100,VND_GEN_2,CC_IT_532,HR,58125.22,USD,Nova IT Services inv#71836 - software license,Posted,1,58125.22,TRUE
PH01,5100020155,TXN120155X,30-01-2019,AB,150300,VND_GEN_3,CC_OPS_517,IT,46232.52,GBP,CapEx - Servers ref 42461,Posted,1.25,57790.649999999994,TRUE
SG04,5100026704,PM126704B,28-06-2019,KR,200100,VND_GEN_5,CC_FIN_580,Finance,78068.05,SGD,Accrual posting - month end ref 2187,Posted,0.74,57770.357,TRUE
PH01,5100022625,PJ122625A,27-06-2022,AB,150200,VND_PROC_B,CC_PRC_158,Procurement,52349.63,EUR,CapEx - Lab gear ref 24766,Posted,1.1,57584.593,TRUE
PH01,5100009592,PJ109592A,04-07-2023,KR,150300,VND_PROC_A,CC_SAL_456,Procurement,46042.73,GBP,CapEx - Vehicle ref 75241,Posted,1.25,57553.412500000006,TRUE
IN03,5100005389,JV105389B,28-07-2021,AB,400100,VND_SALES_B,CC_FIN_794,Sales,4603992.39,INR,Invoice 5161 - HealthLine Partners services,Posted,0.0125,57549.90488,TRUE
PH01,5100049109,TXN149109,17-05-2023,AB,150300,VND_GEN_1,CC_OPS_980,IT,45939.56,GBP,CapEx - Vehicle ref 94494,Posted,1.25,57424.45,TRUE
US02,5100055574,TR155574X,29-02-2020,SA,600100,VND_PROC_B,CC_OPS_369,Procurement,57175.64,USD,Vertex Systems inv#43394 - maintenance,Pending,1,57175.64,TRUE
US02,5100018622,PJ118622A,30-12-2019,RV,620300,VND_GEN_5,CC_FIN_780,Operations,57141.94,USD,Atlas Hardware inv#39116 - consulting,Posted,1,57141.94,TRUE
PH01,5100061629,TXN161629B,25-05-2020,AB,150300,VND_GEN_3,CC_SAL_405,IT,45625.64,GBP,CapEx - Vehicle ref 45563,Posted,1.25,57032.05,TRUE
PH01,5100035461,PM135461B,13-03-2020,KR,600100,VND_GEN_2,CC_FIN_264,IT,45624.51,GBP,BlueWave Consulting inv#66781 - consulting,Posted,1.25,57030.637500000004,TRUE
PH01,5100002479,TXN102479X,06-08-2020,RV,150300,VND_GEN_4,CC_PRC_848,IT,45589.67,GBP,CapEx - Lab gear ref 75665,Posted,1.25,56987.087499999994,TRUE
PH01,5100006881,PM106881A,31-08-2020,SA,150300,VND_GEN_4,CC_PRC_624,IT,45584.9,GBP,CapEx - Servers ref 43729,Pending,1.25,56981.125,TRUE
PH01,5100055527,PM155527A,27-09-2021,KA,150100,VND_PROC_C,CC_OPS_374,Procurement,45584.02,GBP,CapEx - Vehicle ref 44128,Pending,1.25,56980.024999999994,TRUE
PH01,5100008147,TR108147B,01-07-2021,SA,600100,VND_GEN_2,CC_SAL_479,Finance,51701.76,EUR,Apex Solutions inv#21054 - software license,Posted,1.1,56871.93600000001,TRUE
US02,5100064952,PM164952X,05-08-2022,KR,610200,VND_PROC_B,CC_SAL_737,Procurement,56856.92,USD,Nova IT Services inv#78767 - consulting,Posted,1,56856.92,TRUE
US02,5100007074,TR107074B,03-08-2023,KR,600100,VND_GEN_1,CC_PRC_619,IT,56833.83,USD,Sigma Labs inv#55484 - training,Posted,1,56833.83,TRUE
US02,5100053297,PJ153297A,30-03-2019,SA,610200,VND_GEN_2,CC_OPS_728,Finance,56613.53,USD,Nova IT Services inv#67973 - consulting,Posted,1,56613.53,TRUE
US02,5100061026,TXN161026,07-12-2019,KA,630400,VND_GEN_3,CC_OPS_993,Operations,56611.56,USD,MedTech Supplies inv#92563 - office supplies,Pending,1,56611.56,TRUE
PH01,5100006077,TR106077B,28-12-2020,KA,150100,VND_PROC_A,CC_OPS_810,Procurement,51365.39,EUR,CapEx - MRI equipment ref 23876,Posted,1.1,56501.929000000004,TRUE
US02,5100012984,PM112984B,20-09-2021,SA,630400,VND_GEN_1,CC_OPS_355,IT,55941.2,USD,Prime Care inv#62565 - software license,Posted,1,55941.2,TRUE
PH01,5100035223,JV135223,06-05-2020,KR,630400,VND_PROC_A,CC_FIN_384,Procurement,50670.95,EUR,NO_DESCRIPTION,Pending,1.1,55738.045,TRUE
US02,5100055721,TR155721B,27-09-2019,KR,410000,VND_SALES_B,CC_PRC_189,Sales,55690.19,USD,Invoice 1256 - City Labs services,Posted,1,55690.19,TRUE
IN03,5100052384,PJ152384A,31-10-2021,KR,400200,VND_SALES_C,CC_SAL_670,Sales,4452763.68,INR,Invoice 7282 - Wellness Co services,Pending,0.0125,55659.546,TRUE
PH01,5100005549,JV105549,31-07-2020,SA,150300,VND_GEN_5,CC_OPS_587,IT,44378.18,GBP,CapEx - Lab gear ref 75375,Posted,1.25,55472.725,TRUE
PH01,5100036242,PM136242,28-11-2022,SA,150100,VND_PROC_A,CC_PRC_930,Procurement,50004.85,EUR,CapEx - Servers ref 74595,Posted,1.1,55005.33500000001,TRUE
IN03,5100045308,TR145308X,01-03-2022,KR,410000,VND_GEN_5,CC_OPS_569,Finance,4399082.49,INR,Invoice 5161 - ClinicPlus services,Pending,0.0125,54988.53112500001,TRUE
PH01,5100065917,TXN165917A,16-12-2022,KA,150200,VND_GEN_4,CC_SAL_395,IT,43954.46,GBP,CapEx - MRI equipment ref 25439,Posted,1.25,54943.075,TRUE
SG04,5100043166,TXN143166B,19-04-2019,SA,410000,VND_SALES_A,CC_PRC_266,Sales,73985.48,SGD,Invoice 9321 - Wellness Co services,Posted,0.74,54749.2552,TRUE
PH01,5100010863,PM110863B,22-08-2023,SA,150300,VND_PROC_B,CC_PRC_954,Procurement,43648.28,GBP,CapEx - Servers ref 75509,Posted,1.25,54560.35,TRUE
US02,5100056523,TXN156523X,28-06-2021,AB,620300,VND_GEN_3,CC_IT_632,IT,54489.56,USD,BlueWave Consulting inv#76389 - software license,Posted,1,54489.56,TRUE
SG04,5100066587,PM166587,29-10-2023,KR,150200,VND_GEN_3,CC_FIN_536,Operations,73574.57,SGD,CapEx - Vehicle ref 83173,Posted,0.74,54445.181800000006,TRUE
PH01,5100064965,PM164965A,20-04-2020,AB,150300,VND_PROC_B,CC_OPS_726,Procurement,49479.77,EUR,CapEx - Lab gear ref 48423,Pending,1.1,54427.747,TRUE
US02,5100021768,PJ121768A,11-10-2023,RV,610200,VND_GEN_4,CC_IT_547,IT,54359.5,USD,GreenLeaf Pharma inv#58519 - maintenance,Reversed,1,54359.5,TRUE
PH01,5100033673,JV133673,09-10-2023,KR,610200,VND_GEN_2,CC_OPS_743,IT,49352.66,EUR,Sigma Labs inv#31021 - maintenance,Posted,1.1,54287.92600000001,TRUE
PH01,5100061321,JV161321,05-11-2020,KR,150300,VND_PROC_B,CC_FIN_964,Procurement,49163.32,EUR,CapEx - Servers ref 88745,Posted,1.1,54079.652,TRUE
PH01,5100060521,PJ160521B,08-07-2022,KR,150300,VND_PROC_A,CC_OPS_368,Procurement,49151.49,EUR,CapEx - MRI equipment ref 84431,Posted,1.1,54066.639,TRUE
IN03,5100000311,TXN100311,28-06-2023,RV,150200,VND_PROC_C,CC_PRC_924,Procurement,4325023.77,INR,CapEx - Lab gear ref 22915,Posted,0.0125,54062.79713,TRUE
US02,5100066737,TXN166737B,08-03-2019,KR,630400,VND_GEN_1,CC_OPS_288,Operations,54055.33,USD,Atlas Hardware inv#35305 - office supplies,Posted,1,54055.33,TRUE
PH01,5100051389,PJ151389B,22-04-2021,SA,150200,VND_GEN_1,CC_OPS_657,Operations,43156.3,GBP,CapEx - Vehicle ref 6975,Posted,1.25,53945.375,TRUE
PH01,5100069446,TXN169446X,03-08-2021,KA,150300,VND_PROC_C,CC_FIN_502,Procurement,43131.29,GBP,CapEx - Lab gear ref 57001,Posted,1.25,53914.1125,TRUE
PH01,5100062529,TXN162529,28-06-2019,KR,150300,VND_PROC_C,CC_PRC_845,Procurement,48999.88,EUR,CapEx - Lab gear ref 36295,Pending,1.1,53899.868,TRUE
PH01,5100027495,PM127495X,28-12-2023,AB,150200,VND_PROC_A,CC_FIN_364,Procurement,43079.77,GBP,CapEx - Lab gear ref 58364,Posted,1.25,53849.712499999994,TRUE
PH01,5100045829,PM145829B,10-02-2020,AB,150100,VND_PROC_B,CC_IT_356,Procurement,43065.35,GBP,CapEx - Lab gear ref 81255,Posted,1.25,53831.6875,TRUE
US02,5100014757,PJ114757,26-08-2022,KA,150100,VND_GEN_2,CC_IT_375,IT,53812.8,USD,CapEx - Lab gear ref 81235,Posted,1,53812.8,TRUE
PH01,5100056308,TXN156308A,05-04-2022,AB,150300,VND_PROC_C,CC_FIN_937,Procurement,48743.64,EUR,CapEx - Lab gear ref 20598,Reversed,1.1,53618.004,TRUE
PH01,5100063502,PJ163502,20-09-2023,KR,600100,VND_GEN_4,CC_OPS_203,HR,42851.19,GBP,Vertex Systems inv#75886 - training,Pending,1.25,53563.9875,TRUE
US02,5100000245,PM100245,20-08-2019,SA,150100,VND_PROC_B,CC_FIN_608,Procurement,53490.97,USD,NO_DESCRIPTION,Posted,1,53490.97,TRUE
US02,5100064214,TR164214A,29-06-2021,KR,150200,VND_GEN_4,CC_OPS_755,IT,53479.55,USD,CapEx - Vehicle ref 29679,Posted,1,53479.55,TRUE
PH01,5100066087,JV166087B,31-07-2023,SA,150200,VND_PROC_A,CC_IT_117,Procurement,48615.96,EUR,CapEx - MRI equipment ref 93427,Posted,1.1,53477.556000000004,TRUE
PH01,5100014947,JV114947B,21-01-2019,SA,150200,VND_PROC_C,CC_PRC_372,Procurement,42761,GBP,CapEx - Vehicle ref 9410,Pending,1.25,53451.25,TRUE
PH01,5100005479,TXN105479A,28-09-2022,SA,620300,VND_GEN_2,CC_IT_848,Operations,48587.59,EUR,Prime Care inv#21964 - maintenance,Posted,1.1,53446.349,TRUE
IN03,5100054314,TR154314X,17-06-2019,SA,610200,VND_GEN_3,CC_OPS_564,HR,4255812.3,INR,BlueWave Consulting inv#77793 - training,Posted,0.0125,53197.65375,TRUE
PH01,5100055890,TXN155890,18-04-2022,AB,150100,VND_GEN_5,CC_FIN_376,IT,42537.26,GBP,CapEx - MRI equipment ref 41350,Posted,1.25,53171.575000000004,TRUE
US02,5100000401,PJ100401B,29-09-2023,RV,620300,VND_GEN_1,CC_FIN_724,Finance,53144.02,USD,Atlas Hardware inv#42114 - training,Posted,1,53144.02,TRUE
PH01,5100068345,PM168345A,26-03-2021,SA,150200,VND_GEN_1,CC_FIN_174,IT,42433.83,GBP,CapEx - Servers ref 91725,Posted,1.25,53042.287500000006,TRUE
PH01,5100058344,PJ158344,01-09-2023,AB,150300,VND_PROC_C,CC_IT_307,Procurement,42407.33,GBP,CapEx - Lab gear ref 99155,Posted,1.25,53009.162500000006,TRUE
PH01,5100054736,TXN154736X,04-10-2023,RV,150100,VND_PROC_B,CC_OPS_389,Procurement,48189.85,EUR,CapEx - Vehicle ref 97851,Pending,1.1,53008.835,TRUE
US02,5100041734,JV141734A,30-06-2020,KA,620300,VND_GEN_4,CC_IT_191,IT,52982.09,USD,MedTech Supplies inv#42259 - training,Posted,1,52982.09,TRUE
IN03,5100018613,PM118613A,30-07-2021,RV,620300,VND_GEN_2,CC_OPS_477,Operations,4223056.92,INR,NO_DESCRIPTION,Posted,0.0125,52788.211500000005,TRUE
PH01,5100016806,JV116806,15-02-2019,KA,620300,VND_GEN_4,CC_FIN_410,Operations,42173.4,GBP,BlueWave Consulting inv#74876 - training,Posted,1.25,52716.75,TRUE
PH01,5100006221,PM106221X,30-01-2019,KA,150100,VND_PROC_C,CC_SAL_156,Procurement,42129.09,GBP,CapEx - Vehicle ref 82560,Posted,1.25,52661.362499999996,TRUE
SG04,5100064399,PJ164399A,04-10-2022,KR,150300,VND_PROC_C,CC_OPS_382,Procurement,71036.9,SGD,CapEx - Vehicle ref 39498,Posted,0.74,52567.306,TRUE
PH01,5100050717,TXN150717X,25-03-2021,KA,150300,VND_PROC_A,CC_SAL_738,Procurement,47782.51,EUR,CapEx - MRI equipment ref 46600,Pending,1.1,52560.761000000006,TRUE
IN03,5100069961,PM169961X,29-12-2020,SA,410000,VND_SALES_A,CC_SAL_204,Sales,4191840.73,INR,Invoice 4459 - HealthLine Partners services,Posted,0.0125,52398.009125000004,TRUE
IN03,5100024737,TXN124737,30-09-2022,KA,150300,VND_PROC_C,CC_SAL_846,Procurement,4173111.67,INR,CapEx - Servers ref 8534,Posted,0.0125,52163.89588,TRUE
SG04,5100014264,JV114264A,27-11-2019,AB,150300,VND_PROC_B,CC_IT_158,Procurement,70461.36,SGD,CapEx - Vehicle ref 92350,Posted,0.74,52141.4064,TRUE
US02,5100003990,JV103990B,06-10-2021,KA,400100,VND_GEN_2,CC_IT_263,Finance,52111.31,USD,Invoice 2139 - City Labs services,Posted,1,52111.31,TRUE
PH01,5100068496,TXN168496X,15-09-2022,AB,150100,VND_GEN_5,CC_OPS_477,IT,41684.61,GBP,CapEx - Servers ref 25350,Posted,1.25,52105.7625,TRUE
US02,5100054615,TR154615,08-12-2020,KA,620300,VND_GEN_4,CC_FIN_602,HR,51909.49,USD,Atlas Hardware inv#71660 - training,Posted,1,51909.49,TRUE
US02,5100042707,JV142707B,17-11-2022,KA,150100,VND_GEN_3,CC_SAL_765,IT,51571.9,USD,CapEx - Vehicle ref 52241,Reversed,1,51571.9,TRUE
US02,5100058147,JV158147,16-03-2023,KA,600100,VND_GEN_5,CC_FIN_113,IT,51396.32,USD,MedTech Supplies inv#89105 - training,Posted,1,51396.32,TRUE
PH01,5100032327,PJ132327X,01-10-2020,KR,630400,VND_GEN_1,CC_PRC_715,Operations,46704.09,EUR,Apex Solutions inv#76367 - maintenance,Posted,1.1,51374.499,TRUE
IN03,5100021856,TR121856,15-11-2019,KR,620300,VND_PROC_A,CC_SAL_232,Procurement,4107162.14,INR,Vertex Systems inv#89490 - training,Pending,0.0125,51339.526750000005,TRUE
PH01,5100009145,TXN109145A,30-12-2022,SA,150200,VND_PROC_C,CC_OPS_884,Procurement,41064.73,GBP,NO_DESCRIPTION,Posted,1.25,51330.912500000006,TRUE
PH01,5100066879,TR166879,10-03-2023,RV,150300,VND_PROC_A,CC_FIN_881,Procurement,40977.79,GBP,CapEx - Vehicle ref 14693,Posted,1.25,51222.2375,TRUE
PH01,5100045149,JV145149X,02-03-2021,SA,150200,VND_PROC_C,CC_PRC_751,Procurement,46351.04,EUR,CapEx - Lab gear ref 22617,Posted,1.1,50986.14400000001,TRUE
PH01,5100047267,TR147267,17-10-2023,AB,150200,VND_PROC_B,CC_OPS_654,Procurement,46338.76,EUR,CapEx - Servers ref 56721,Posted,1.1,50972.636000000006,TRUE
IN03,5100008620,TR108620X,14-09-2023,AB,200200,INTERNAL,CC_SAL_428,Finance,4071699.34,INR,Accrual posting - month end ref 6119,Pending,0.0125,50896.24175,TRUE
IN03,5100061632,TXN161632,29-05-2020,AB,610200,VND_GEN_4,CC_IT_229,Operations,4070645.79,INR,Vertex Systems inv#30578 - office supplies,Pending,0.0125,50883.07238,TRUE
US02,5100029476,TR129476,09-03-2022,SA,630400,VND_GEN_2,CC_SAL_104,Operations,50791.29,USD,Prime Care inv#90555 - maintenance,Posted,1,50791.29,TRUE
US02,5100037230,PM137230X,07-05-2021,AB,630400,VND_GEN_2,CC_IT_508,IT,50743.84,USD,Orion Logistics inv#44853 - maintenance,Posted,1,50743.84,TRUE
PH01,5100022750,TR122750A,06-12-2021,KR,150100,VND_GEN_2,CC_OPS_902,Operations,40531.83,GBP,CapEx - Servers ref 10692,Posted,1.25,50664.787500000006,TRUE
PH01,5100037202,PM137202X,27-04-2020,KA,150100,VND_PROC_B,CC_OPS_191,Procurement,46043.45,EUR,CapEx - MRI equipment ref 11323,Posted,1.1,50647.795,TRUE
PH01,5100030341,PJ130341X,28-09-2022,AB,150300,VND_PROC_C,CC_OPS_585,Procurement,40296.88,GBP,CapEx - Lab gear ref 41024,Posted,1.25,50371.1,TRUE
PH01,5100069310,JV169310,19-04-2022,KR,150200,VND_PROC_B,CC_PRC_201,Procurement,40275.6,GBP,CapEx - MRI equipment ref 54296,Posted,1.25,50344.5,TRUE
US02,5100032015,JV132015B,31-07-2021,KR,410000,VND_GEN_3,CC_SAL_175,Operations,49887.19,USD,Invoice 9579 - Wellness Co services,Posted,1,49887.19,TRUE
PH01,5100002602,JV102602,10-11-2023,AB,150300,VND_PROC_C,CC_FIN_925,Procurement,39899.64,GBP,CapEx - Vehicle ref 65800,Pending,1.25,49874.55,TRUE
US02,5100049981,JV149981B,04-01-2021,SA,620300,VND_GEN_5,CC_PRC_869,Operations,49756.26,USD,MedTech Supplies inv#94266 - maintenance,Posted,1,49756.26,TRUE
US02,5100047804,TXN147804A,11-10-2019,KA,610200,VND_GEN_3,CC_OPS_753,Operations,49719.17,USD,Sigma Labs inv#69885 - training,Pending,1,49719.17,TRUE
IN03,5100033280,TXN133280,28-05-2021,KR,400100,VND_SALES_A,CC_OPS_956,Sales,3974655.45,INR,Invoice 5599 - HealthLine Partners services,Posted,0.0125,49683.193125000005,TRUE
PH01,5100047737,TR147737A,13-03-2023,KR,610200,VND_PROC_A,CC_IT_166,Procurement,45138.96,EUR,Apex Solutions inv#60738 - maintenance,Posted,1.1,49652.856,TRUE
PH01,5100022536,TXN122536B,04-02-2019,AB,150300,VND_PROC_C,CC_SAL_871,Procurement,39650.15,GBP,CapEx - MRI equipment erf 89172,Posted,1.25,49562.6875,TRUE
PH01,5100030895,JV130895B,25-05-2021,SA,150100,VND_PROC_A,CC_IT_964,Procurement,39640.03,GBP,CapEx - Servers ref 32671,Pending,1.25,49550.0375,TRUE
SG04,5100050670,PM150670B,26-11-2022,SA,600100,VND_PROC_B,CC_PRC_399,Procurement,66955.16,SGD,Prime Care inv#26268 - software license,Reversed,0.74,49546.818400000004,TRUE
PH01,5100034876,TR134876,17-02-2023,SA,600100,VND_GEN_3,CC_IT_386,Operations,45027.61,EUR,Nova IT Services inv#33832 - maintenance,Posted,1.1,49530.37100000001,TRUE
PH01,5100044848,PJ144848,14-01-2019,KR,600100,VND_GEN_5,CC_IT_798,HR,44892.93,EUR,Atlas Hardware inv#55824 - maintenance,Reversed,1.1,49382.223000000005,TRUE
PH01,5100006807,JV106807,23-03-2019,KA,150100,VND_PROC_C,CC_FIN_932,Procurement,44887.88,EUR,CapEx - Servers ref 11365,Posted,1.1,49376.668,TRUE
PH01,5100003087,TXN103087A,10-05-2019,KR,150300,VND_PROC_B,CC_SAL_763,Procurement,44835.76,EUR,CapEx - MRI equipment ref 59934,Posted,1.1,49319.336,TRUE
IN03,5100005313,JV105313X,18-12-2019,SA,150100,VND_PROC_A,CC_SAL_704,Procurement,3914611.36,INR,CapEx - MRI equipment ref 46417,Posted,0.0125,48932.642,TRUE
PH01,5100018547,TR118547,29-07-2020,AB,150200,VND_GEN_4,CC_FIN_808,IT,39100.17,GBP,CapEx - Servers ref 91730,Posted,1.25,48875.212499999994,TRUE
PH01,5100008399,TR108399X,31-03-2021,KA,150100,VND_PROC_B,CC_OPS_288,Procurement,39097.54,GBP,CapEx - Lab gear ref 19985,Posted,1.25,48871.925,TRUE
PH01,5100067667,PJ167667A,25-01-2022,KR,150300,VND_PROC_C,CC_IT_351,Procurement,39012.96,GBP,CapEx - MRI equipment ref 43224,Posted,1.25,48766.2,TRUE
US02,5100046093,JV146093B,28-10-2023,SA,200200,VND_GEN_4,CC_IT_296,Finance,48735.88,USD,Accrual posting - month end ref 5262,Pending,1,48735.88,TRUE
US02,5100060778,JV160778B,22-11-2023,SA,600100,VND_PROC_C,CC_FIN_951,Procurement,48678.88,USD,Prime Care inv#72250 - software license,Pending,1,48678.88,TRUE
PH01,5100065947,TR165947X,23-08-2023,KR,150300,VND_GEN_2,CC_FIN_512,Operations,38871.05,GBP,CapEx - MRI equipment ref 45472,Pending,1.25,48588.8125,TRUE
PH01,5100061935,JV161935B,30-01-2023,KR,150200,VND_GEN_2,CC_SAL_579,Operations,38721.55,GBP,CapEx - Lab gear ref 64876,Posted,1.25,48401.9375,TRUE
PH01,5100037813,TXN137813A,02-09-2021,SA,150200,VND_PROC_A,CC_PRC_858,Procurement,43875.38,EUR,CapEx - MRI equipment ref 18339,Posted,1.1,48262.918,TRUE
IN03,5100058789,PJ158789,24-03-2023,KR,610200,VND_GEN_5,CC_FIN_720,Operations,3855010.26,INR,Atlas Hardware inv#82149 - training,Posted,0.0125,48187.62825,TRUE
PH01,5100066680,JV166680B,28-05-2021,AB,150100,VND_GEN_3,CC_FIN_222,IT,38518.98,GBP,CapEx - MRI equipment ref 33609,Pending,1.25,48148.725000000006,TRUE
PH01,5100052465,PM152465A,29-01-2021,SA,150200,VND_PROC_A,CC_IT_610,Procurement,43764.69,EUR,CapEx - Vehicle ref 36054,Posted,1.1,48141.15900000001,TRUE
PH01,5100017747,PJ117747,28-12-2022,RV,150100,VND_PROC_B,CC_IT_901,Procurement,43728.81,EUR,CapEx - Vehicle ref 24428,Posted,1.1,48101.691,TRUE
SG04,5100007119,PM107119,24-09-2021,SA,150200,VND_GEN_3,CC_FIN_948,IT,64951.67,SGD,CapEx - Servers ref 7710,Posted,0.74,48064.235799999995,TRUE
US02,5100057207,PJ157207X,16-10-2020,RV,620300,VND_PROC_A,CC_IT_544,Procurement,48036.22,USD,Orion Logistics inv#55035 - training,Pending,1,48036.22,TRUE
PH01,5100066321,PM166321X,31-05-2022,KA,150200,VND_PROC_A,CC_IT_283,Procurement,38403.54,GBP,CapEx - Servers ref 76198,Posted,1.25,48004.425,TRUE
IN03,5100007287,TXN107287,28-09-2023,SA,620300,VND_GEN_1,CC_SAL_722,Operations,3831620.73,INR,Orion Logistics inv#32743 - training,Posted,0.0125,47895.259125000004,TRUE
PH01,5100006850,PM106850A,06-03-2020,KR,600100,VND_GEN_3,CC_OPS_426,HR,43506.85,EUR,Orion Logistics inv#98321 - training,Posted,1.1,47857.535,TRUE
IN03,5100058918,TXN158918X,02-04-2019,KR,420500,VND_GEN_2,CC_SAL_340,Finance,3825495.02,INR,Invoice 6508 - HealthLine Partners services,Posted,0.0125,47818.687750000005,TRUE
US02,5100000363,PJ100363X,01-06-2021,KA,150200,VND_PROC_B,CC_PRC_950,Procurement,47749.1,USD,CapEx - Servers ref 40777,Posted,1,47749.1,TRUE
PH01,5100000659,PJ100659,14-06-2021,KR,150200,VND_PROC_B,CC_OPS_859,Procurement,43279.39,EUR,NO_DESCRIPTION,Pending,1.1,47607.329000000005,TRUE
IN03,5100047972,TXN147972X,30-08-2019,SA,150300,VND_PROC_A,CC_FIN_993,Procurement,3806082.85,INR,CapEx - MRI equipment ref 12540,Posted,0.0125,47576.035625000004,TRUE
US02,5100046466,PM146466B,14-01-2021,KR,620300,VND_GEN_1,CC_OPS_280,IT,47547.13,USD,Nova IT Services inv#91681 - office supplies,Posted,1,47547.13,TRUE
PH01,5100015400,PM115400A,28-12-2020,KA,150300,VND_PROC_C,CC_IT_428,Procurement,37991.96,GBP,CapEx - Vehicle ref 93456,Pending,1.25,47489.95,TRUE
PH01,5100002954,PM102954B,08-04-2022,KA,150300,VND_PROC_A,CC_PRC_603,Procurement,43149.06,EUR,CapEx - Lab gear ref 36510,Posted,1.1,47463.966,TRUE
PH01,5100068863,PM168863B,06-12-2021,KR,150300,VND_PROC_A,CC_OPS_961,Procurement,37970.59,GBP,CapEx - Servers ref 6285,Posted,1.25,47463.237499999996,TRUE
US02,5100007499,JV107499B,14-07-2023,KR,630400,VND_GEN_5,CC_OPS_854,Operations,47408.27,USD,Atlas Hardware inv#54905 - training,Posted,1,47408.27,TRUE
PH01,5100033773,TXN133773,11-11-2022,SA,150100,VND_PROC_A,CC_SAL_455,Procurement,42962.8,EUR,CapEx - Servers ref 62843,Posted,1.1,47259.08000000001,TRUE
PH01,5100060945,PJ160945X,14-05-2021,SA,150100,VND_PROC_B,CC_IT_931,Procurement,42960.95,EUR,CapEx - MRI equipment ref 6712,Posted,1.1,47257.045,TRUE
IN03,5100043523,JV143523,23-11-2022,KR,630400,VND_GEN_2,CC_OPS_261,IT,3778033.65,INR,BlueWave Consulting inv#88120 - office supplies,Posted,0.0125,47225.42063,TRUE
SG04,5100015533,PJ115533B,07-10-2019,KR,420500,VND_SALES_D,CC_FIN_744,Sales,63803.26,SGD,Invoice 5920 - Wellness Co services,Posted,0.74,47214.4124,TRUE
PH01,5100000054,TR100054,04-12-2023,AB,150200,VND_PROC_C,CC_PRC_125,Procurement,37754.13,GBP,CapEx - Vehicle ref 80781,Posted,1.25,47192.6625,TRUE
IN03,5100049326,TR149326X,14-04-2020,SA,620300,VND_GEN_4,CC_PRC_222,IT,3770692.84,INR,Sigma Labs inv#29467 - maintenance,Posted,0.0125,47133.6605,TRUE
IN03,5100056644,PM156644X,09-08-2023,KA,150300,VND_PROC_C,CC_PRC_241,Procurement,3763628.72,INR,CapEx - Servers ref 82004,Posted,0.0125,47045.359000000004,TRUE
PH01,5100047774,TR147774,22-05-2023,SA,610200,VND_GEN_5,CC_OPS_535,Finance,42735.37,EUR,Prime Care inv#70202 - office supplies,Pending,1.1,47008.90700000001,TRUE
PH01,5100067757,JV167757,31-07-2023,SA,150200,VND_PROC_B,CC_SAL_954,Procurement,37581.73,GBP,CapEx - Vehicle ref 94797,Posted,1.25,46977.162500000006,TRUE
PH01,5100063139,PM163139B,30-03-2020,KA,150100,VND_PROC_A,CC_PRC_736,Procurement,42666.93,EUR,CapEx - Vehicle ref 34644,Posted,1.1,46933.62300000001,TRUE
IN03,5100012295,JV112295B,06-01-2023,KR,150300,VND_PROC_C,CC_IT_488,Procurement,3754606.73,INR,CapEx - MRI equipment ref 55656,Posted,0.0125,46932.58413,TRUE
US02,5100003132,PJ103132A,05-06-2023,SA,150200,VND_GEN_1,CC_IT_325,IT,46911.47,USD,CapEx - MRI equipment ref 17561,Posted,1,46911.47,TRUE
PH01,5100046668,PM146668,28-09-2020,KA,150100,VND_PROC_A,CC_IT_794,Procurement,42645.15,EUR,CapEx - MRI equipment ref 11024,Posted,1.1,46909.66500000001,TRUE
PH01,5100038306,PM138306B,14-01-2022,AB,150100,VND_GEN_1,CC_PRC_476,IT,42640.65,EUR,CapEx - Servers ref 6726,Pending,1.1,46904.715000000004,TRUE
PH01,5100022060,JV122060A,29-12-2023,KR,150100,VND_GEN_2,CC_PRC_665,Operations,37521.92,GBP,CapEx - Lab gear ref 26632,Posted,1.25,46902.399999999994,TRUE
IN03,5100022508,PJ122508,29-05-2020,SA,150200,VND_PROC_A,CC_OPS_318,Procurement,3750806.96,INR,CapEx - MRI equipment ref 21745,Pending,0.0125,46885.087,TRUE
US02,5100002334,JV102334X,04-11-2019,AB,150100,VND_GEN_1,CC_IT_427,IT,46712.91,USD,CapEx - Servers ref 88352,Posted,1,46712.91,TRUE
PH01,5100032789,PJ132789,27-06-2023,AB,150300,VND_PROC_B,CC_FIN_683,Procurement,37148.67,GBP,CapEx - Lab gear ref 33832,Posted,1.25,46435.837499999994,TRUE
PH01,5100066977,PM166977,11-11-2019,KR,150100,VND_PROC_B,CC_IT_615,Procurement,42212.57,EUR,CapEx - Servers ref 60335,Posted,1.1,46433.827000000005,TRUE
PH01,5100030128,PM130128B,30-01-2022,SA,150100,VND_PROC_A,CC_IT_189,Procurement,37079.78,GBP,CapEx - Vehicle ref 54441,Pending,1.25,46349.725,TRUE
SG04,5100016787,JV116787,05-02-2021,KR,150200,INTERNAL,CC_FIN_881,IT,62626.28,SGD,CapEx - Vehicle ref 24092,Posted,0.74,46343.447199999995,TRUE
